image_folder,image,folder,voucher_prefix,imag_numbers,IMG_,Dorsal,Ventral,.JPG,image_path1,image_path2,status,family,subfamily,tribe,subtribe,genus,species,genus_species,subspecies,voucher,number_specimens,sex,country,ADM1,ADM2,site_specific,locality_general,elev_min,elev_max,elev_unit,lat_deg,lat_min,lat_sec,lat_ort,lon_deg,lon_min,lon_sec,lon_ort,Date,Day,month_,Year,collector,genitalia_dissection,collection,record_status,comments_public,comments_private,databaser,DNA_voucher,other_prep,Full Path Merged 1,Full Path Merged 2,,,,,,,Image_quality,Reason why,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"990,100",IMG_,99,100,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0099.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0100.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151160,1,female,St Lucia,No data,N/A,St Lucia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,Jan,1930,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0099.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0100.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,010,102",IMG_,101,102,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0101.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0102.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151161,1,female,St Lucia,No data,N/A,St Lucia,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,Jan,1930,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0101.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0102.JPG,,,,,,,No,Positioned on side,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,030,104",IMG_,103,104,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0103.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0104.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151162,1,female,Martinique,Not located,N/A,"Martinique, 3 km SW Le Francois",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,28,Sep,1992,"Miller, L. D. & J. Y., D. Dukes",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0103.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0104.JPG,,,,,,,No,Lower right wing damage,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,050,106",IMG_,105,106,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0105.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0106.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151163,1,male,USA,Florida,N/A,Auburndale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0105.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0106.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,070,108",IMG_,107,108,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0107.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0108.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151164,1,male,USA,Florida,N/A,Auburndale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0107.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0108.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,090,110",IMG_,109,110,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0109.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0110.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151165,1,female,USA,Florida,N/A,Auburndale,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0109.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0110.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,100,121",IMG_,110,121,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0110.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0121.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151170,1,female,Mexico,Tamaulipas,N/A,Gomez Farias,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,21-24,Oct,2002,"Walsh, B.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0110.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0121.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,110,112",IMG_,111,112,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0111.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0112.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151166,1,female,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0111.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0112.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,130,114",IMG_,113,114,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0113.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0114.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151167,1,female,Ecuador,Napo,N/A,Misahuallí,Río Napo,515,515,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,29,Apr,2003,"Simonds, D. K.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0113.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0114.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,150,116",IMG_,115,116,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0115.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0116.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151168,1,female,Brazil,Not located,N/A,‘Brazil’,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,1957,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0115.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0116.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,170,119",IMG_,117,119,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0117.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0119.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151169,1,male,Trinidad,Not located,N/A,"St Georges, Guda??",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,N/A,Aug,1978,N/A,N/A,FLMNH,valid,N/A,partially illegible,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0117.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0119.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,220,123",IMG_,122,123,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0122.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0123.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151171,1,female,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0122.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0123.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,240,125",IMG_,124,125,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0124.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0125.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151172,1,female,Panama,Herrera,N/A,Montuoso Forest Reserve,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,28,Mar,2008,"Simonds, D. K.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0124.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0125.JPG,,,,,,,No,Upper right wing damage,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,260,127",IMG_,126,127,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0126.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0127.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151173,1,female,Panama,Colon,N/A,"Colon, Gatun Lake Area",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,20,Jun,2004,"Simonds, D. K.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0126.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0127.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,280,129",IMG_,128,129,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0128.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0129.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151174,1,male,USA,Florida,N/A,"Orange Grove, Brandon",Hillsborough Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,27,Jun,1989,"Riddlebarger, J. E.",N/A,FLMNH,valid,1200 HRS 88 F',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0128.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0129.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,300,131",IMG_,130,131,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0130.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0131.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151175,1,male,USA,Florida,N/A,"Orange Grove, Brandon",Hillsborough Co.,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,25,Jun,1989,"Riddlebarger, J. E.",N/A,FLMNH,valid,1500 HRS 89 F',N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0130.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0131.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,320,133",IMG_,132,133,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0132.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0133.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151176,1,male,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0132.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0133.JPG,,,,,,,No,General wing edge damage,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,340,135",IMG_,134,135,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0134.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0135.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151177,1,female,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0134.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0135.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,360,137",IMG_,136,137,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0136.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0137.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151178,1,female,Ecuador,Pichincha,N/A,Alluriquín,Río Toachi,800,800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Aug,1972,Venedictoff,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0136.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0137.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,380,139",IMG_,138,139,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0138.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0139.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151179,1,female,Ecuador,Pichincha,N/A,[Hotel] Tinalandia,12 km E Santo Domingo de los Colorados,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5,Jun,1972,Venedictoff,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0138.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0139.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,400,141",IMG_,140,141,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0140.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0141.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151180,1,male,Ecuador,Pichincha,N/A,Alluriquín,Río Toachi,800,800,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,16,Aug,1972,Venedictoff,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0140.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0141.JPG,,,,,,,No,Upper wing tip damage,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,420,143",IMG_,142,143,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0142.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0143.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151181,1,male,Venezuela,Cojedes,N/A,Hato Pinero,El Baul,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,W,N/A,29,Nov,1986,"Brown, C. S. & R.",N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0142.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0143.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,440,145",IMG_,144,145,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0144.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0145.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151182,1,male,Costa Rica,San José,N/A,San José,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,1998,N/A,N/A,FLMNH,valid,N/A,illegible,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0144.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0145.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,460,147",IMG_,146,147,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0146.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0147.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151183,1,male,Costa Rica,San José,N/A,San José,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,Apr,1998,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0146.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0147.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,480,149",IMG_,148,149,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0148.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0149.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151184,1,female,Argentina,Salta,N/A,Pichanal,Río San Francisco,300,300,N/A,0,0,0,N/A,0,0,0,N/A,N/A,19,Jun,1968,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0148.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0149.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,500,151",IMG_,150,151,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0150.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0151.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151185,1,male,Brazil,Rondônia,N/A,Fazenda Rancho Grande,62 km S Ariquemes,170,170,N/A,0,0,0,N/A,0,0,0,N/A,N/A,12,Nov,1995,W.H.R.,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0150.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0151.JPG,,,,,,,No,General wing edge damage,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,520,153",IMG_,152,153,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0152.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0153.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151186,1,female,Country unknown,Not located,N/A,no data,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0152.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0153.JPG,,,,,,,Yes,N/A,,,,,,
Kailee Stover\20230712,Kailee Stover,20230712,FLMNH-MGCL,"1,540,155",IMG_,154,155,.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0154.JPG,Battus polydamas/Kailee Stover/20230712/IMG_0155.JPG,valid,Papilionidae,Papilioninae,Troidini,N/A,Battus,polydamas,Battus polydamas,antiquus,1151187,1,male,Costa Rica,San José,N/A,San José,N/A,N/A,N/A,N/A,0,0,0,N/A,0,0,0,N/A,N/A,N/A,Apr,1998,N/A,N/A,FLMNH,valid,N/A,N/A,Gwynn Munger,N/A,N/A,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0154.JPG,/project/samc/battus_compvis/UFLMH_data/UF_museum_data_2023-20231020T203215Z-007/UF_museum_data_2023/Battus polydamas/Kailee Stover/20230712/IMG_0155.JPG,,,,,,,Yes,N/A,,,,,,
